id,price,speed,hd,ram,screen,cores,cd,laptop,trend
1927,1369,23,16,2,15,6,no,no,2
1928,1620,23,28,2,21,4,yes,no,2
1929,703,22,28,14,11,10,no,yes,1
1930,3113,37,3,60,19,30,no,no,4
1931,854,23,20,10,11,6,no,yes,1
1932,2347,16,20,2,17,30,no,no,4
1933,2063,20,28,2,15,30,no,no,4
1934,1921,19,12,6,15,4,no,no,1
1935,1866,17,12,6,21,8,no,no,2
1936,1956,17,28,14,17,10,yes,no,1
1937,4347,37,3,20,23,22,no,no,4
1938,3408,37,3,40,21,24,yes,no,5
1939,2498,20,28,14,15,26,no,no,5
1940,3397,35,7,20,21,28,no,no,5
1941,2537,16,28,14,19,30,no,no,4
1942,697,17,8,2,12,6,no,yes,2
1943,2146,22,24,6,23,16,no,no,1
1944,1197,19,16,10,11,8,no,yes,1
1945,899,15,12,6,12,8,no,yes,1
1946,1156,17,12,14,11,10,yes,no,1
1947,2230,18,8,6,21,26,no,no,5
1948,1577,19,28,10,23,6,no,no,1
1949,2103,17,20,6,23,22,no,no,5
1950,4234,33,3,52,15,22,no,no,5
1951,2774,24,8,2,23,16,no,no,2
1952,878,24,8,14,11,4,no,yes,1
1953,3699,33,5,40,23,28,no,no,5
1954,1326,18,28,10,19,4,no,no,1
1955,2845,22,20,14,19,26,no,no,5
1956,1841,24,8,14,15,4,no,no,1
1957,1873,22,28,2,23,10,no,no,1
1958,1016,20,12,2,11,6,yes,no,2
1959,540,18,12,2,13,6,yes,no,1
1960,3384,37,5,56,15,20,yes,no,5
1961,2754,24,16,14,21,18,no,no,5
1962,742,15,16,14,12,10,no,yes,1
1963,3377,37,3,24,15,14,no,no,1
1964,2682,19,28,14,19,22,no,no,5
1965,1582,20,8,10,17,8,no,no,1
1966,1636,20,8,6,19,8,yes,no,2
1967,799,18,16,14,11,4,no,yes,1
1968,3276,37,3,36,15,30,yes,no,5
1969,4050,39,1,52,23,18,no,no,5
1970,1784,15,24,6,23,6,yes,no,2
1971,1785,23,24,6,17,4,no,no,2
1972,4139,33,7,20,23,12,no,no,1
1973,2419,20,20,10,19,16,no,no,2
1974,571,20,20,10,13,8,no,yes,2
1975,628,24,24,6,11,10,yes,no,1
1976,2783,16,24,10,15,22,no,no,5
1977,2511,18,12,10,21,14,no,no,1
1978,1891,15,24,10,17,4,no,no,2
1979,1956,19,12,10,21,8,yes,no,2
1980,2720,18,8,6,19,22,yes,no,5
1981,2904,17,20,10,19,22,yes,no,4
1982,4273,37,3,32,23,14,no,no,1
1983,790,21,12,10,12,10,no,yes,2
1984,1350,16,24,14,15,6,no,no,1
1985,3686,37,1,16,19,14,no,no,2
1986,4155,32,3,52,19,30,no,no,4
1987,2012,20,28,10,19,14,yes,no,1
1988,2667,24,8,2,21,12,no,no,1
1989,2972,22,24,2,23,24,yes,no,4
1990,3767,34,1,16,21,22,no,no,4
1991,1762,18,20,10,17,6,no,no,1
1992,1394,19,16,10,15,8,no,no,1
1993,3687,33,5,40,17,24,no,no,4
1994,3132,36,3,60,19,26,yes,no,5
1995,1239,20,20,2,21,4,no,no,2
1996,2586,15,12,14,21,20,no,no,4
1997,3513,39,3,56,19,20,no,no,4
1998,4017,31,5,36,17,26,no,no,5
1999,4175,39,3,20,21,30,no,no,5
2000,2433,24,16,10,19,28,no,no,4
2001,2974,19,20,10,19,24,no,no,4
2002,3131,36,7,20,23,24,no,no,4
2003,2503,21,24,2,15,24,no,no,5
2004,3385,37,1,40,23,28,no,no,5
2005,2487,20,8,10,17,28,no,no,5
2006,818,20,12,2,12,10,no,yes,2
2007,1588,21,20,6,19,4,yes,no,2
2008,1292,20,8,6,15,4,yes,no,1
2009,2349,23,12,2,23,12,no,no,2
2010,1045,19,20,14,11,4,no,yes,1
2011,2907,17,28,6,19,18,no,no,5
2012,4241,33,3,36,23,30,no,no,4
2013,3552,30,7,60,21,22,yes,no,5
2014,2754,23,8,6,17,16,no,no,1
2015,3284,32,5,20,17,16,yes,no,2
2016,791,15,24,14,11,10,no,yes,1
2017,3809,34,5,20,23,24,no,no,4
2018,2469,20,16,6,23,22,no,no,5
2019,3296,34,1,48,23,14,yes,no,2
2020,3091,30,5,56,17,16,no,no,2
2021,1718,16,28,14,15,4,no,no,2
2022,3673,38,3,52,23,22,no,no,4
2023,1363,19,24,10,21,8,no,no,1
2024,1867,20,28,10,21,8,no,no,1
2025,4127,30,5,44,19,26,no,no,5
2026,1354,24,28,6,17,6,no,no,1
2027,1939,15,8,14,23,8,no,no,2
2028,3708,32,3,48,19,28,yes,no,4
2029,1763,24,24,14,23,6,no,no,2
2030,1361,17,20,10,21,10,no,no,2
2031,1560,18,8,10,17,8,yes,no,2
2032,2706,15,16,2,15,16,no,no,2
2033,738,24,12,10,12,8,no,yes,2
2034,1140,17,24,10,12,10,yes,no,1
2035,3418,32,7,36,19,24,no,no,5
2036,2261,24,20,2,17,24,no,no,5
2037,2674,16,8,14,15,18,no,no,5
2038,1890,20,20,10,23,8,no,no,1
2039,2227,23,28,14,15,22,no,no,5
2040,647,24,16,14,12,8,no,yes,2
2041,2077,23,12,2,17,22,no,no,5
2042,1345,18,8,14,21,8,no,no,2
2043,718,23,8,6,13,8,no,yes,2
2044,1030,16,24,6,12,6,no,yes,1
2045,1143,22,16,14,13,6,no,yes,1
2046,2697,24,12,6,15,28,no,no,5
2047,3522,33,7,28,17,30,no,no,4
2048,3833,33,3,32,15,24,no,no,4
2049,3414,35,7,28,19,14,no,no,1
2050,3326,39,1,20,21,14,no,no,1
2051,1866,20,20,14,21,4,no,no,1
2052,1283,24,28,2,19,4,no,no,2
2053,3977,31,3,52,21,26,no,no,5
2054,3991,38,5,60,19,18,no,no,4
2055,3783,31,1,24,19,30,no,no,4
2056,2091,20,16,10,23,12,no,no,1
2057,2594,23,12,2,21,30,no,no,5
2058,978,24,28,14,13,8,no,yes,2
2059,1030,17,28,10,13,10,no,yes,1
2060,2857,19,16,10,19,12,no,no,2
2061,804,17,20,2,13,4,yes,no,1
2062,2405,17,8,6,19,30,no,no,5
2063,1083,23,28,14,12,6,no,yes,2
2064,3668,36,1,60,19,28,yes,no,4
2065,3795,38,5,20,15,22,no,no,5
2066,3290,34,1,40,17,14,no,no,1
2067,2817,17,28,10,17,28,no,no,4
2068,2918,15,28,2,23,16,no,no,1
2069,2877,15,12,14,21,18,no,no,4
2070,3492,32,5,48,15,22,yes,no,5
2071,3964,35,1,44,15,26,yes,no,5
2072,2093,21,12,10,21,26,no,no,4
2073,3658,32,3,36,19,26,no,no,5
2074,2045,21,28,10,17,18,no,no,5
2075,1228,21,8,2,15,6,yes,no,1
2076,3311,39,3,44,23,18,no,no,4
2077,2254,15,12,6,19,24,no,no,4
2078,3417,31,3,20,17,14,no,no,1
2079,2731,23,28,2,21,22,no,no,5
2080,1435,24,20,6,17,10,no,no,1
2081,1555,23,28,2,19,10,no,no,1
2082,3237,37,5,44,19,26,no,no,4
2083,1002,23,8,2,13,6,no,yes,2
2084,3641,36,1,28,23,22,no,no,4
2085,2066,21,28,2,17,12,no,no,1
2086,2135,17,12,14,21,20,no,no,5
2087,1322,19,8,14,19,10,no,no,1
2088,1182,22,8,6,13,4,no,yes,2
2089,1704,21,28,2,23,6,yes,no,2
2090,4334,39,7,20,15,18,no,no,5
2091,2868,18,24,6,17,16,yes,no,1
2092,3403,39,1,60,17,16,no,no,2
2093,3159,36,5,32,15,20,no,no,4
2094,1973,19,12,10,15,4,no,no,2
2095,4105,39,1,44,15,14,no,no,2
2096,2514,19,28,10,21,22,no,no,5
2097,3737,39,3,20,23,28,no,no,5
2098,936,16,28,6,12,10,yes,no,1
2099,2281,16,8,14,19,28,no,no,5
2100,2454,23,16,14,19,20,no,no,4
2101,3567,37,7,36,21,26,no,no,5
2102,2068,21,28,2,23,14,yes,no,2
2103,3585,37,3,16,19,18,no,no,4
2104,1122,16,8,14,11,8,no,yes,1
2105,4257,39,1,28,21,14,no,no,1
2106,4114,34,3,52,15,26,no,no,5
2107,4305,35,7,32,17,22,no,no,5
2108,2738,19,24,14,17,30,no,no,5
2109,3521,32,7,32,21,20,no,no,4
2110,1918,18,20,14,21,8,no,no,1
2111,1079,24,20,10,12,10,no,yes,1
2112,1579,23,12,10,23,8,no,no,1
2113,837,18,24,6,13,6,no,yes,2
2114,1457,18,24,6,21,10,no,no,1
2115,3668,33,7,56,21,24,yes,no,4
2116,1070,15,20,6,11,10,no,yes,2
2117,3425,33,1,16,19,12,no,no,2
2118,1889,21,28,14,23,4,no,no,1
2119,3623,39,5,16,19,12,no,no,2
2120,2969,23,20,6,19,14,no,no,2
2121,3859,30,7,36,17,30,no,no,4
2122,2597,17,28,10,21,16,no,no,1
2123,4272,34,5,32,19,22,yes,no,5
2124,2217,15,8,14,19,12,no,no,2
2125,2854,15,20,10,23,14,no,no,1
2126,1678,16,8,2,15,6,no,no,1
2127,4075,37,5,60,23,26,no,no,5
2128,1350,15,12,10,23,8,no,no,2
2129,2807,20,12,10,15,20,no,no,5
2130,3443,33,5,28,21,24,no,no,5
2131,4340,35,7,52,15,18,yes,no,4
2132,870,18,20,2,13,4,no,yes,1
2133,4006,37,5,36,23,22,no,no,5
2134,1835,24,12,10,21,10,no,no,2
2135,2750,15,16,2,15,20,no,no,5
2136,1670,22,28,14,17,4,no,no,1
2137,1956,17,16,6,19,10,yes,no,2
2138,2084,21,20,10,19,18,yes,no,5
2139,874,22,28,2,11,8,no,yes,2
2140,2267,22,20,14,19,28,no,no,5
2141,1124,20,28,10,11,8,yes,no,2
2142,1881,18,12,6,23,10,no,no,1
2143,1411,19,8,6,21,6,no,no,2
2144,2067,19,8,10,15,22,no,no,5
2145,711,17,16,10,11,8,no,yes,2
2146,2119,21,12,2,23,24,no,no,5
2147,584,21,20,2,12,6,yes,no,1
2148,3516,36,5,16,15,30,yes,no,5
2149,1577,17,28,10,21,6,no,no,1
2150,528,19,28,14,13,4,yes,no,2
2151,2962,15,28,6,17,12,no,no,2
2152,1949,19,20,14,21,8,no,no,2
2153,3292,33,3,52,23,30,yes,no,4
2154,3522,35,5,32,23,20,no,no,5
2155,1870,24,24,10,15,10,no,no,2
2156,1707,18,12,14,21,10,no,no,1
2157,3418,30,7,32,17,28,no,no,5
2158,676,16,28,2,11,6,yes,no,1
2159,2869,21,8,10,17,26,no,no,5
2160,1439,18,24,14,17,8,no,no,2
2161,1263,21,8,2,17,4,no,no,2
2162,3776,35,3,16,17,22,yes,no,5
2163,2447,22,24,14,23,16,no,no,2
2164,1132,24,20,2,13,8,yes,no,2
2165,1263,18,20,6,15,10,no,no,1
2166,3233,39,3,32,17,24,no,no,5
2167,1817,19,24,6,17,10,no,no,1
2168,3459,38,1,52,21,12,no,no,2
2169,4213,31,1,16,17,26,no,no,5
2170,3391,35,3,32,17,30,no,no,5
2171,3393,36,1,36,15,26,no,no,4
2172,3783,32,1,28,15,28,no,no,4
2173,1371,21,8,6,19,8,no,no,2
2174,605,20,16,14,13,6,no,yes,2
2175,916,22,28,6,13,6,yes,no,2
2176,3804,35,3,24,17,22,yes,no,4
2177,1420,23,16,10,19,10,yes,no,2
2178,3743,33,1,16,17,18,no,no,5
2179,3801,32,5,16,15,28,no,no,5
2180,803,16,28,14,12,4,no,yes,2
2181,917,16,28,6,12,4,no,yes,1
2182,1689,24,8,10,15,4,no,no,1
2183,2554,22,20,2,19,20,no,no,4
2184,2635,20,28,6,23,22,no,no,4
2185,3152,37,7,60,21,24,yes,no,5
2186,2778,20,28,14,19,16,no,no,2
2187,2229,16,16,2,23,16,no,no,2
2188,4007,33,5,56,15,18,no,no,4
2189,2544,18,8,10,21,16,yes,no,1
2190,3101,32,5,36,23,18,no,no,5
2191,3521,35,1,16,21,16,no,no,1
2192,4136,33,5,28,19,14,yes,no,1
2193,3234,30,3,60,15,30,no,no,4
2194,851,17,20,2,11,6,no,yes,1
2195,1179,22,24,10,13,10,no,yes,2
2196,3416,37,1,32,17,18,yes,no,5
2197,711,23,28,10,12,10,no,yes,1
2198,919,19,16,6,13,4,no,yes,1
2199,3281,38,7,40,15,30,no,no,4
2200,3339,33,7,52,23,12,no,no,2
2201,2561,24,20,10,15,24,no,no,5
2202,594,20,20,6,11,6,no,yes,2
2203,3206,31,5,40,15,24,no,no,5
2204,1222,22,8,10,17,8,no,no,1
2205,2604,22,28,2,19,24,yes,no,4
2206,830,24,16,10,12,8,no,yes,1
2207,1719,15,20,6,23,10,no,no,2
2208,3939,32,7,28,23,26,no,no,4
2209,3661,30,1,36,21,26,no,no,4
2210,1322,22,28,10,21,4,no,no,2
2211,591,20,28,10,12,10,no,yes,1
2212,3400,31,3,28,23,28,yes,no,5
2213,3475,36,3,48,19,20,no,no,5
2214,4335,37,1,60,21,30,no,no,4
2215,2728,18,12,6,15,12,yes,no,1
2216,3636,39,3,20,21,18,yes,no,5
2217,2880,18,8,14,19,14,yes,no,1
2218,3230,31,5,60,23,16,no,no,1
2219,1624,17,20,10,19,10,yes,no,1
2220,1406,16,12,14,17,6,no,no,2
2221,2342,18,28,10,23,16,no,no,2
2222,4339,38,5,44,19,24,no,no,5
2223,3788,36,1,32,23,24,yes,no,5
2224,3509,36,5,24,23,16,no,no,2
2225,3748,30,5,36,17,12,yes,no,1
2226,1978,24,20,10,19,4,no,no,1
2227,3607,39,7,36,19,12,no,no,2
2228,3333,33,5,24,21,12,no,no,1
2229,3842,35,1,56,23,30,no,no,4
2230,994,19,8,6,11,4,no,yes,1
2231,1491,15,20,10,19,6,no,no,2
2232,2168,18,24,6,19,12,yes,no,2
2233,1524,18,12,2,15,6,yes,no,1
2234,3613,39,3,60,21,16,no,no,2
2235,2896,15,8,6,15,20,yes,no,5
2236,4310,38,5,40,15,24,no,no,4
2237,1536,20,8,6,19,6,yes,no,1
2238,1344,17,16,2,15,8,yes,no,1
2239,1132,19,20,6,11,8,yes,no,2
2240,2472,20,24,6,19,14,yes,no,2
2241,1533,21,24,14,19,6,no,no,2
2242,3812,36,3,20,23,30,yes,no,4
2243,2694,23,8,6,21,20,no,no,4
2244,2165,24,24,2,17,12,no,no,1
2245,570,24,16,6,11,10,no,yes,2
2246,3062,35,5,44,19,24,no,no,5
2247,720,16,24,6,11,8,yes,no,2
2248,522,19,8,2,12,6,no,yes,1
2249,1031,21,16,2,13,8,no,yes,1
2250,684,22,24,10,13,6,yes,no,2
2251,1286,18,28,14,15,8,no,no,1
2252,2704,15,8,2,23,12,yes,no,1
2253,1452,16,24,2,15,6,yes,no,2
2254,3421,38,3,52,19,12,no,no,2
2255,2232,24,16,10,15,12,yes,no,2
2256,624,19,12,10,11,6,yes,no,2
2257,2396,18,12,2,15,22,yes,no,4
2258,2394,16,24,2,21,14,no,no,1
2259,794,23,20,14,11,10,no,yes,1
2260,3335,38,3,20,15,16,no,no,2
2261,889,18,28,10,13,10,no,yes,2
2262,2201,18,24,6,21,22,no,no,4
2263,3036,34,1,40,19,28,yes,no,5
2264,2988,24,20,10,15,16,yes,no,1
2265,500,15,12,10,11,8,yes,no,1
2266,2270,22,24,10,15,14,no,no,2
2267,1577,21,28,14,21,4,no,no,2
2268,3660,33,1,56,23,16,yes,no,1
2269,1466,23,8,2,19,4,no,no,2
2270,861,17,24,10,12,4,no,yes,1
2271,2601,24,8,14,19,30,no,no,4
2272,2583,24,12,2,19,24,no,no,4
2273,1062,19,16,14,12,8,no,yes,2
2274,4217,36,3,24,21,12,no,no,2
2275,1430,24,24,10,17,6,no,no,1
2276,3253,36,5,56,23,12,no,no,2
2277,569,15,24,6,12,8,no,yes,2
2278,2852,16,8,2,17,30,yes,no,5
2279,3628,30,7,32,23,16,yes,no,2
2280,3554,30,5,48,21,20,no,no,4
2281,2686,20,24,10,21,22,no,no,5
2282,3257,33,1,20,21,26,no,no,4
2283,570,19,12,6,13,4,no,yes,2
2284,654,18,12,2,13,6,no,yes,1
2285,2846,15,16,14,23,24,no,no,4
2286,2201,22,8,6,21,24,no,no,5
2287,3731,33,1,52,15,28,no,no,5
2288,3167,38,1,20,21,22,no,no,4
2289,2788,24,8,6,15,20,yes,no,4
2290,503,20,24,14,13,4,no,yes,1
2291,3563,39,7,28,23,20,no,no,4
2292,2232,23,28,2,23,22,yes,no,5
2293,2851,18,24,6,15,14,no,no,1
2294,2229,15,24,10,23,22,no,no,5
2295,3553,31,3,52,15,18,no,no,4
2296,974,17,12,10,11,10,no,yes,1
2297,781,15,24,2,11,10,no,yes,2
2298,1180,23,16,10,11,8,yes,no,1
2299,1627,20,8,14,21,6,no,no,1
2300,3781,35,3,32,21,18,no,no,4
2301,3296,31,3,24,17,18,yes,no,4
2302,3938,31,7,20,15,22,no,no,4
2303,2372,20,8,6,17,24,yes,no,4
2304,777,22,12,14,13,10,no,yes,1
2305,1863,22,28,6,21,4,no,no,2
2306,1826,23,20,2,15,8,no,no,2
2307,3100,35,5,36,21,20,yes,no,4
2308,1753,20,12,14,15,8,no,no,1
2309,1898,19,24,10,23,6,no,no,1
2310,4202,32,1,44,17,30,no,no,5
2311,1232,21,28,2,21,10,yes,no,2
2312,2949,16,24,6,21,18,no,no,4
2313,4012,33,1,36,15,16,yes,no,1
2314,1524,17,28,6,19,8,yes,no,2
2315,2760,19,12,14,15,26,yes,no,4
2316,755,19,24,14,12,8,no,yes,2
2317,4006,39,5,32,21,26,no,no,4
2318,3027,37,3,48,19,14,no,no,2
2319,4239,31,7,16,19,26,no,no,5
2320,2990,15,20,6,19,12,no,no,1
2321,4213,33,1,40,15,26,no,no,4
2322,2562,17,12,14,23,22,no,no,4
2323,1827,21,12,6,15,8,no,no,2
2324,3790,33,5,20,21,14,no,no,2
2325,2506,22,20,10,19,26,no,no,4
2326,4051,32,3,32,19,14,no,no,1
2327,1353,18,8,2,17,10,no,no,2
2328,4229,32,3,20,21,16,no,no,1
2329,2619,21,12,2,21,24,no,no,5
2330,2299,17,20,2,15,16,no,no,1
2331,1679,17,24,6,23,6,no,no,1
2332,1633,24,24,6,19,6,no,no,2
2333,2823,20,20,2,17,18,no,no,5
2334,608,20,8,10,12,10,yes,no,1
2335,3187,31,1,52,21,22,no,no,4
2336,3300,33,3,44,15,12,yes,no,2
2337,2811,24,24,2,15,20,no,no,5
2338,821,15,24,14,13,8,no,yes,2
2339,3721,34,5,32,17,30,no,no,5
2340,2236,21,28,6,21,12,yes,no,2
2341,4283,36,1,24,21,18,no,no,4
2342,3737,36,7,52,21,14,no,no,2
2343,1420,21,8,2,19,10,yes,no,1
2344,3356,33,1,36,15,16,yes,no,2
2345,1124,23,28,14,13,8,yes,no,2
2346,1849,22,24,10,23,10,no,no,1
2347,657,20,20,2,13,4,no,yes,2
2348,1233,17,20,10,21,8,no,no,1
2349,930,15,20,14,13,8,no,yes,1
2350,2511,18,28,2,21,16,no,no,1
2351,3349,38,3,52,19,24,no,no,5
2352,2915,20,20,6,23,22,no,no,4
2353,2978,19,16,10,21,26,no,no,4
2354,763,16,12,10,12,8,no,yes,1
2355,3961,39,7,56,21,26,no,no,4
2356,627,21,24,14,13,8,no,yes,1
2357,2821,17,24,2,17,30,no,no,4
2358,854,22,24,10,11,4,no,yes,1
2359,1488,20,28,10,21,6,yes,no,2
2360,3386,38,7,20,15,20,no,no,4
2361,1632,19,24,14,23,10,yes,no,2
2362,588,16,8,2,12,6,yes,no,2
2363,3728,35,1,36,21,14,yes,no,2
2364,2677,22,8,2,17,30,no,no,5
2365,3970,38,7,16,21,12,no,no,1
2366,1473,19,12,14,21,10,no,no,1
2367,2975,24,20,2,23,20,no,no,4
2368,1532,16,24,10,21,4,yes,no,1
2369,527,17,24,2,13,10,no,yes,1
2370,936,21,28,2,13,6,yes,no,2
2371,1710,18,20,6,17,4,no,no,1
2372,815,23,28,14,12,8,no,yes,1
2373,752,19,24,2,12,4,yes,no,1
2374,3603,38,7,20,15,12,no,no,2
2375,2339,17,20,14,21,22,no,no,4
2376,3991,32,5,40,21,26,no,no,5
2377,1411,24,16,6,15,6,no,no,1
2378,2932,23,28,2,19,24,yes,no,5
2379,2775,15,12,6,23,16,no,no,2
2380,3180,38,3,60,23,22,yes,no,4
2381,1760,24,8,2,19,4,yes,no,1
2382,2073,18,8,14,15,14,no,no,1
2383,3968,32,5,28,15,26,yes,no,5
2384,2875,19,20,2,19,26,no,no,5
2385,2632,21,24,10,19,12,yes,no,1
2386,2731,22,20,14,23,18,no,no,4
2387,3420,33,3,16,15,22,yes,no,4
2388,2997,18,24,2,15,12,no,no,1
2389,4101,33,1,28,23,24,no,no,5
2390,3666,33,1,40,21,18,no,no,5
2391,2150,17,28,14,21,30,no,no,4
2392,3514,33,3,36,23,20,no,no,5
2393,4237,36,5,60,17,20,no,no,5
2394,988,24,20,14,13,10,yes,no,1
2395,1802,22,20,2,19,6,no,no,2
2396,2804,17,28,2,15,20,yes,no,4
2397,2110,15,20,2,23,28,no,no,4
2398,2176,16,16,10,23,20,yes,no,4
2399,816,19,28,14,13,8,yes,no,2
2400,2026,22,24,14,19,12,no,no,2
2401,1847,21,24,2,21,4,no,no,2
2402,3666,34,5,44,23,14,no,no,1
2403,3564,31,5,20,15,30,yes,no,4
2404,4324,38,1,24,15,22,yes,no,5
2405,4213,36,3,60,23,22,no,no,4
2406,2781,21,16,2,19,18,no,no,5
2407,677,21,8,2,12,6,no,yes,2
2408,2670,20,12,14,21,16,no,no,2
2409,1392,19,12,10,19,8,yes,no,2
2410,3054,30,7,40,21,14,no,no,2
2411,4333,32,1,48,19,14,no,no,2
2412,3602,35,7,24,23,28,no,no,5
2413,1284,21,12,2,21,4,yes,no,1
2414,1110,18,8,14,12,6,no,yes,2
2415,617,24,24,14,13,8,no,yes,1
2416,1642,16,20,6,21,8,no,no,1
2417,2755,20,20,6,21,16,no,no,1
2418,1726,18,8,14,17,4,no,no,1
2419,1590,16,16,10,23,10,no,no,1
2420,714,18,16,10,11,4,no,yes,1
2421,2960,20,20,10,17,14,yes,no,1
2422,894,16,12,10,13,4,no,yes,1
2423,2743,16,28,10,23,12,no,no,1
2424,625,23,16,14,11,6,no,yes,1
2425,721,22,12,14,11,8,no,yes,1
2426,4123,35,1,48,21,28,no,no,4
2427,2741,20,24,14,15,14,no,no,2
2428,2006,23,28,2,17,26,no,no,4
2429,844,16,12,2,11,6,yes,no,1
2430,2133,19,16,2,23,16,no,no,2
2431,3613,39,3,60,19,14,no,no,1
2432,3845,39,7,16,17,12,no,no,2
2433,1090,19,28,14,11,10,no,yes,2
2434,1991,18,16,2,17,4,no,no,1
2435,961,16,24,6,12,8,no,yes,1
2436,4014,34,5,52,23,20,no,no,5
2437,2297,22,28,10,15,26,no,no,5
2438,3805,39,7,32,21,18,no,no,4
2439,1899,23,28,6,23,8,no,no,2
2440,1858,20,8,2,21,6,no,no,2
2441,2209,21,20,6,17,24,no,no,5
2442,4152,36,5,36,15,28,yes,no,5
2443,2157,21,8,6,23,22,no,no,5
2444,3724,38,1,48,21,24,yes,no,4
2445,554,21,28,2,11,10,no,yes,2
2446,4268,36,5,60,23,24,yes,no,5
2447,1319,18,24,14,15,6,no,no,2
2448,612,16,8,14,11,10,yes,no,2
2449,2268,21,24,10,19,20,yes,no,4
2450,579,22,12,2,11,4,no,yes,2
2451,1753,16,16,6,15,4,no,no,2
2452,1020,20,8,6,11,8,yes,no,2
2453,3007,34,7,16,15,28,no,no,5
2454,4047,39,3,60,17,24,no,no,5
2455,1472,21,28,14,17,4,yes,no,2
2456,4017,30,1,56,15,20,no,no,5
2457,841,24,24,6,12,6,no,yes,2
2458,2369,21,16,6,21,16,no,no,1
2459,3189,33,3,60,17,26,no,no,5
2460,1006,18,28,10,11,6,no,yes,2
2461,2687,18,8,6,21,20,no,no,4
2462,3260,34,7,40,19,16,yes,no,1
2463,3119,36,7,28,15,12,no,no,1
2464,1289,22,20,14,21,10,no,no,2
2465,2497,19,24,14,17,22,no,no,4
2466,2717,20,16,2,15,22,no,no,4
2467,1013,21,20,10,13,10,no,yes,2
2468,1855,23,16,10,19,4,no,no,2
2469,4048,35,3,60,17,12,yes,no,2
2470,3959,35,5,60,23,14,no,no,1
2471,2932,21,28,2,17,16,yes,no,2
2472,1421,20,8,14,23,10,no,no,1
2473,2981,23,16,14,15,24,no,no,5
2474,2565,21,24,6,15,26,no,no,5
2475,3760,34,3,60,19,18,yes,no,4
2476,3532,33,7,56,15,20,yes,no,4
2477,3772,37,5,36,15,20,yes,no,4
2478,3769,33,1,40,15,12,no,no,2
2479,2472,17,8,14,19,18,yes,no,4
2480,3172,32,7,24,17,12,yes,no,2
2481,693,15,28,14,13,4,no,yes,2
2482,2595,18,24,10,19,20,no,no,4
2483,879,21,24,10,13,8,no,yes,2
2484,3721,31,7,56,21,20,no,no,4
2485,3560,34,7,24,15,14,yes,no,1
2486,546,17,28,10,13,8,no,yes,1
2487,3642,31,1,60,17,16,no,no,1
2488,3589,36,5,48,15,30,no,no,4
2489,1976,17,16,10,19,8,yes,no,1
2490,1069,16,24,10,11,8,no,yes,1
2491,3873,36,3,28,19,12,no,no,2
2492,2402,19,20,6,23,30,no,no,5
2493,549,24,28,2,12,4,no,yes,1
2494,1494,24,16,6,21,10,no,no,1
2495,3622,36,5,20,23,24,no,no,4
2496,3034,35,7,28,21,28,no,no,4
2497,3032,30,1,52,21,28,yes,no,4
2498,3297,33,7,56,15,14,no,no,1
2499,3275,38,3,52,17,16,no,no,1
2500,2411,22,28,14,15,28,no,no,4
2501,3762,36,3,60,19,14,no,no,2
2502,816,21,28,6,13,6,yes,no,1
2503,3142,31,1,40,21,20,no,no,4
2504,1689,21,16,14,21,8,no,no,2
2505,4086,35,3,52,15,12,no,no,2
2506,2881,17,20,6,21,30,no,no,4
2507,1023,22,28,6,13,6,no,yes,2
2508,3217,34,7,56,23,20,no,no,5
2509,4306,30,5,28,17,24,no,no,5
2510,1213,20,24,14,21,10,no,no,2
2511,1730,21,24,14,21,4,no,no,2
2512,699,22,16,6,13,10,no,yes,1
2513,710,24,20,10,13,10,no,yes,1
2514,2139,24,24,6,21,12,no,no,2
2515,1783,16,12,2,15,4,no,no,2
2516,2025,21,28,6,15,12,no,no,2
2517,3744,30,5,24,15,14,yes,no,1
2518,1863,19,20,6,15,6,no,no,2
2519,2342,23,8,14,19,18,no,no,5
2520,1588,17,28,10,23,6,yes,no,2
2521,1895,17,8,14,17,10,no,no,2
2522,1933,20,16,2,19,10,no,no,2
2523,737,21,12,14,12,4,no,yes,1
2524,2990,16,8,2,17,24,no,no,4
2525,3553,36,7,56,23,12,no,no,2
2526,3917,33,5,48,21,28,no,no,4
2527,1421,19,16,10,15,8,no,no,2
2528,3089,30,1,40,19,26,no,no,4
2529,651,22,12,6,13,10,no,yes,1
2530,817,17,20,14,12,8,no,yes,1
2531,1032,18,12,2,11,6,yes,no,1
2532,2689,15,28,2,15,16,no,no,1
2533,965,16,16,14,11,8,no,yes,2
2534,2466,21,8,2,21,28,no,no,4
2535,1552,15,8,2,15,4,yes,no,1
2536,3329,38,3,32,21,22,no,no,4
2537,2438,23,12,10,15,18,no,no,5
2538,4044,31,3,20,17,18,yes,no,5
2539,1709,18,20,14,23,8,no,no,1
2540,759,21,20,10,13,6,no,yes,2
2541,1102,15,12,10,11,8,no,yes,2
2542,1574,22,24,2,17,6,no,no,2
2543,1013,18,28,10,11,6,no,yes,1
2544,3998,32,3,16,17,14,no,no,2
2545,1929,15,16,10,17,10,no,no,2
2546,726,24,28,10,12,6,no,yes,1
2547,2849,18,16,10,19,28,no,no,5
2548,2183,20,12,10,17,30,no,no,5
2549,4018,38,1,32,17,14,no,no,2
2550,3263,30,1,60,23,30,no,no,5
2551,1048,20,24,14,13,10,yes,no,2
2552,3160,33,7,40,23,30,yes,no,4
2553,2607,22,8,2,17,14,no,no,1
2554,1336,19,16,14,19,8,yes,no,2
